,date,industry,local
100,2018-09-28,-0.14138717824058486,-0.08946748272261772
101,2018-10-31,0.045963147436856075,0.07907893837484661
102,2018-11-30,-0.02671002213607388,-0.037910483659134624
103,2018-12-28,0.01717337449159077,-0.021858842726081115
104,2019-01-31,0.17089099867073904,0.22797280971608
105,2019-02-28,0.1515179369490662,0.12989084286949856
106,2019-03-29,-0.020515422495043813,-0.02950443831769465
107,2019-04-30,-0.0323873455339948,-0.05842351927760728
108,2019-05-31,0.05219247659738531,-0.01098110445939788
109,2019-06-28,-0.05039176077826367,-0.025937052738043972
110,2019-07-31,0.0040541019671427566,-0.026148420802733295
111,2019-08-30,0.008279459105780644,0.020482962874674337
112,2019-09-30,0.001969878430843282,-0.0026491436186464935
113,2019-10-31,-0.033561147522162375,-0.031633911207346155
